Strain,Value,Country
HCOV-19_NETHERLANDS_20200303_EPI_ISL_413587,0.418771267485735,United Kingdom
HCOV-19_GERMANY_20200311_EPI_ISL_417458,0.420563699512957,United Kingdom
HCOV-19_PORTUGAL_20200318_EPI_ISL_419387,0.421158934516602,United Kingdom
HCOV-19_JAPAN_20200312_EPI_ISL_419302,0.42133930285963,United Kingdom
HCOV-19_USA_20200313_EPI_ISL_416697,0.42312867538762,United Kingdom
HCOV-19_NETHERLANDS_20200310_EPI_ISL_415476,0.424414633213788,United Kingdom
HCOV-19_PORTUGAL_20200308_EPI_ISL_417993,0.425118882174203,United Kingdom
HCOV-19_SWITZERLAND_20200229_EPI_ISL_415459,0.425849509916525,United Kingdom
HCOV-19_SWITZERLAND_20200301_EPI_ISL_414023,0.426495627998547,United Kingdom
HCOV-19_SWITZERLAND_20200229_EPI_ISL_413024,0.4265820249518,United Kingdom
HCOV-19_SWITZERLAND_20200302_EPI_ISL_415701,0.426594351198769,United Kingdom
HCOV-19_SWITZERLAND_20200228_EPI_ISL_415455,0.426729518800183,United Kingdom
HCOV-19_SWITZERLAND_20200227_EPI_ISL_414021,0.427025162521068,United Kingdom
HCOV-19_SWITZERLAND_20200226_EPI_ISL_413997,0.427128577315499,United Kingdom
HCOV-19_HUNGARY_20200320_EPI_ISL_416744,0.427527429058209,United Kingdom
HCOV-19_ICELAND_20200316_EPI_ISL_417551,0.428372470355694,United Kingdom
HCOV-19_NETHERLANDS_20200303_EPI_ISL_414549,0.429661869574612,United Kingdom
HCOV-19_AUSTRALIA_20200308_EPI_ISL_417390,0.430949072965462,United Kingdom
HCOV-19_SWITZERLAND_20200227_EPI_ISL_414022,0.431312956463513,United Kingdom
HCOV-19_SWITZERLAND_20200229_EPI_ISL_415456,0.432297576236696,United Kingdom
HCOV-19_MEXICO_20200227_EPI_ISL_412972,0.432300806671599,United Kingdom
HCOV-19_SWITZERLAND_20200229_EPI_ISL_415457,0.432891429596945,United Kingdom
HCOV-19_SWITZERLAND_20200228_EPI_ISL_415700,0.432998247201829,United Kingdom
HCOV-19_CZECHREPUBLIC_202003_EPI_ISL_416743,0.434733755794959,United Kingdom
HCOV-19_SWITZERLAND_20200228_EPI_ISL_415454,0.436025453134258,United Kingdom
HCOV-19_TAIWAN_20200314_EPI_ISL_417525,0.436594669233211,United Kingdom
HCOV-19_ITALY_20200314_EPI_ISL_418256,0.437822112517352,United Kingdom
HCOV-19_SWITZERLAND_20200301_EPI_ISL_415458,0.438090010261951,United Kingdom
HCOV-19_BELGIUM_20200315_EPI_ISL_417021,0.438145980160986,United Kingdom
HCOV-19_BELGIUM_20200315_EPI_ISL_417023,0.438161588466393,United Kingdom
HCOV-19_SWITZERLAND_20200229_EPI_ISL_413023,0.438688199914718,Finland
HCOV-19_USA_20200315_EPI_ISL_417512,0.438689437212444,Finland
HCOV-19_BRAZIL_20200304_EPI_ISL_415105,0.438885499418528,Finland
HCOV-19_AUSTRALIA_20200312_EPI_ISL_417404,0.439403606038095,Finland
HCOV-19_FRANCE_20200317_EPI_ISL_418428,0.440334639777531,Finland
HCOV-19_SPAIN_2020_EPI_ISL_418250,0.441286973738946,Finland
HCOV-19_BRAZIL_20200304_EPI_ISL_416029,0.441963464335677,Finland
HCOV-19_ICELAND_20200317_EPI_ISL_417561,0.442496873473087,Finland
HCOV-19_ISRAEL_202003_EPI_ISL_419210,0.442570107549509,Finland
HCOV-19_BRAZIL_20200305_EPI_ISL_416035,0.442578094340699,Finland
HCOV-19_SPAIN_20200324_EPI_ISL_418861,0.442798168979527,Finland
HCOV-19_SWITZERLAND_20200227_EPI_ISL_415698,0.444839353411446,Finland
HCOV-19_SWITZERLAND_20200227_EPI_ISL_415699,0.446154616656885,Finland
HCOV-19_VIETNAM_20200306_EPI_ISL_416430,0.446726457133023,Finland
HCOV-19_JAPAN_20200320_EPI_ISL_419307,0.447109886889314,Finland
HCOV-19_JAPAN_20200320_EPI_ISL_419306,0.447570459769983,Finland
HCOV-19_JAPAN_20200319_EPI_ISL_419308,0.447621106585175,Finland
HCOV-19_CANADA_20200305_EPI_ISL_418366,0.448330193492707,Finland
HCOV-19_CANADA_20200310_EPI_ISL_418369,0.449988788744243,Finland
HCOV-19_CANADA_20200311_EPI_ISL_418370,0.450250083103599,Finland
HCOV-19_PORTUGAL_20200307_EPI_ISL_417992,0.450439836667494,Finland
HCOV-19_SWITZERLAND_20200227_EPI_ISL_413020,0.450481300385406,Finland
HCOV-19_ENGLAND_20200308_EPI_ISL_417299,0.450753117127246,Finland
HCOV-19_CANADA_20200312_EPI_ISL_418372,0.451439875605551,Finland
HCOV-19_CANADA_20200312_EPI_ISL_418368,0.451468141334966,Finland
HCOV-19_PERU_20200310_EPI_ISL_415787,0.451982916226458,Finland
HCOV-19_JAPAN_20200313_EPI_ISL_419311,0.453061447247965,Finland
HCOV-19_ICELAND_20200317_EPI_ISL_417608,0.45343693838247,Finland
HCOV-19_BELGIUM_20200302_EPI_ISL_417428,0.453951310406415,Finland
HCOV-19_CANADA_20200312_EPI_ISL_418367,0.454312093923691,Finland
HCOV-19_CANADA_20200311_EPI_ISL_418363,0.454964369421298,Finland
HCOV-19_CANADA_20200310_EPI_ISL_418365,0.455050069732302,Finland
HCOV-19_SWITZERLAND_20200229_EPI_ISL_413022,0.455296457969882,Finland
HCOV-19_SWITZERLAND_20200229_EPI_ISL_413021,0.455986127432503,Finland
HCOV-19_GERMANY_20200225_EPI_ISL_412912,0.456680088582134,Finland
HCOV-19_BRAZIL_20200304_EPI_ISL_416034,0.456687503579567,Finland
HCOV-19_ENGLAND_20200317_EPI_ISL_418681,0.458205842883174,Finland
HCOV-19_VIETNAM_20200307_EPI_ISL_416428,0.458236569222786,Finland
HCOV-19_IRELAND_20200310_EPI_ISL_418584,0.458572864488731,Finland
HCOV-19_ENGLAND_20200325_EPI_ISL_418305,0.459083034345059,Finland
HCOV-19_DENMARK_20200226_EPI_ISL_416142,0.459266890569043,China
HCOV-19_AUSTRALIA_20200318_EPI_ISL_418804,0.459360628581425,China
HCOV-19_IRELAND_20200308_EPI_ISL_418580,0.461313138400546,China
HCOV-19_FRANCE_20200322_EPI_ISL_419178,0.461517951133007,France
HCOV-19_AUSTRALIA_20200314_EPI_ISL_417407,0.461602231303716,France
HCOV-19_USA_20200311_EPI_ISL_417196,0.462863414238243,France
HCOV-19_PORTUGAL_20200308_EPI_ISL_417994,0.463073676357053,France
HCOV-19_NETHERLANDS_20200309_EPI_ISL_415532,0.464478771999556,France
HCOV-19_PORTUGAL_20200317_EPI_ISL_418023,0.464658856306943,France
HCOV-19_ENGLAND_20200325_EPI_ISL_418318,0.464879305715603,France
HCOV-19_JAPAN_20200313_EPI_ISL_419310,0.465507467398216,France
HCOV-19_JAPAN_20200317_EPI_ISL_419304,0.46576510657324,France
HCOV-19_ICELAND_20200318_EPI_ISL_417619,0.46632673947031,France
HCOV-19_ICELAND_20200317_EPI_ISL_417595,0.468517533651697,France
HCOV-19_ENGLAND_20200227_EPI_ISL_414012,0.469655784743896,France
HCOV-19_JAPAN_20200311_EPI_ISL_419301,0.469676647378893,France
HCOV-19_VIETNAM_20200306_EPI_ISL_416431,0.470574042871639,France
HCOV-19_FRANCE_20200316_EPI_ISL_418235,0.470640691496329,France
HCOV-19_ENGLAND_20200309_EPI_ISL_417311,0.471113998307218,France
HCOV-19_ENGLAND_20200303_EPI_ISL_417244,0.471677114929961,France
HCOV-19_ENGLAND_20200306_EPI_ISL_417297,0.473306823564526,France
HCOV-19_PORTUGAL_20200315_EPI_ISL_418019,0.473433413433921,France
HCOV-19_ITALY_20200228_EPI_ISL_417922,0.474758070042042,France
HCOV-19_ENGLAND_20200323_EPI_ISL_418317,0.478177444288379,France
HCOV-19_CANADA_20200313_EPI_ISL_418813,0.478639652791842,France
HCOV-19_BELGIUM_20200301_EPI_ISL_415157,0.478682613611275,France
HCOV-19_BELGIUM_20200302_EPI_ISL_416467,0.478919968096955,France
HCOV-19_BELGIUM_20200302_EPI_ISL_416476,0.479358790313251,France
HCOV-19_ICELAND_20200317_EPI_ISL_417538,0.480780008416537,France
HCOV-19_ICELAND_20200311_EPI_ISL_417783,0.480859481996018,France
HCOV-19_ICELAND_20200317_EPI_ISL_417585,0.481369506236084,France
HCOV-19_ENGLAND_20200308_EPI_ISL_417265,0.483144765029099,France
HCOV-19_DENMARK_20200302_EPI_ISL_416140,0.484489675115433,France
HCOV-19_ICELAND_20200317_EPI_ISL_417581,0.484729301465654,France
HCOV-19_ICELAND_20200313_EPI_ISL_417796,0.484943014661972,France
HCOV-19_ICELAND_20200315_EPI_ISL_417813,0.486025653176594,France
HCOV-19_ICELAND_20200317_EPI_ISL_417564,0.486373742537342,France
HCOV-19_BELGIUM_20200309_EPI_ISL_418984,0.488185863511717,France
HCOV-19_BELGIUM_20200302_EPI_ISL_416472,0.488642107379292,France
HCOV-19_BELGIUM_20200301_EPI_ISL_415158,0.488822651161125,France
HCOV-19_BELGIUM_20200302_EPI_ISL_416471,0.489462742008255,France
HCOV-19_GREECE_20200318_EPI_ISL_418263,0.48975725944847,France
HCOV-19_USA_20200314_EPI_ISL_417509,0.489902825559525,France
HCOV-19_CANADA_20200314_EPI_ISL_418373,0.490048744664023,France
HCOV-19_ICELAND_20200314_EPI_ISL_417663,0.490760077056329,France
HCOV-19_ENGLAND_20200306_EPI_ISL_417258,0.491279278153849,France
HCOV-19_ENGLAND_20200316_EPI_ISL_418723,0.491547072796948,France
HCOV-19_USA_20200311_EPI_ISL_416676,0.493108470148534,France
HCOV-19_ENGLAND_20200317_EPI_ISL_418704,0.494620397943921,France
HCOV-19_ICELAND_20200317_EPI_ISL_417567,0.495189845207866,France
HCOV-19_SWITZERLAND_20200301_EPI_ISL_415703,0.496685424167677,France
HCOV-19_GREECE_20200318_EPI_ISL_418264,0.496712119984968,France
HCOV-19_ITALY_20200314_EPI_ISL_418258,0.497698897363256,France
HCOV-19_USA_20200313_EPI_ISL_417343,0.498418149196153,France
HCOV-19_ENGLAND_20200303_EPI_ISL_417256,0.498471840034119,France
HCOV-19_ENGLAND_20200302_EPI_ISL_417234,0.499345751679146,France
HCOV-19_ENGLAND_20200307_EPI_ISL_417279,0.499773437192059,France
HCOV-19_BELGIUM_20200305_EPI_ISL_418863,0.500975358913078,France
HCOV-19_PORTUGAL_20200301_EPI_ISL_413647,0.501003973885264,France
HCOV-19_ENGLAND_20200305_EPI_ISL_417252,0.50228450721146,France
HCOV-19_ENGLAND_20200308_EPI_ISL_417293,0.502913783737584,France
HCOV-19_ENGLAND_20200306_EPI_ISL_417272,0.502952470520675,France
HCOV-19_NETHERLANDS_20200312_EPI_ISL_415475,0.503248928618214,France
HCOV-19_NETHERLANDS_20200303_EPI_ISL_413584,0.503637317886396,France
HCOV-19_PORTUGAL_20200303_EPI_ISL_417986,0.503729259624363,France
HCOV-19_FINLAND_20200303_EPI_ISL_413604,0.504410314997851,France
HCOV-19_IRELAND_20200306_EPI_ISL_418548,0.505047471335048,France
HCOV-19_NETHERLANDS_20200311_EPI_ISL_415471,0.505180870430177,France
HCOV-19_BELGIUM_20200304_EPI_ISL_418270,0.505841063140787,France
HCOV-19_IRELAND_20200306_EPI_ISL_418516,0.505976592008448,France
HCOV-19_NETHERLANDS_20200309_EPI_ISL_415482,0.506680019474451,France
HCOV-19_BELGIUM_20200313_EPI_ISL_417014,0.507178122378158,France
HCOV-19_ICELAND_20200302_EPI_ISL_417817,0.507753681724266,France
HCOV-19_NETHERLANDS_20200303_EPI_ISL_414562,0.508110984600438,France
HCOV-19_NETHERLANDS_20200308_EPI_ISL_414557,0.509638718599565,France
HCOV-19_ENGLAND_20200302_EPI_ISL_417235,0.51124136033675,France
HCOV-19_ICELAND_20200304_EPI_ISL_417681,0.511480882923829,France
HCOV-19_BRAZIL_20200304_EPI_ISL_414017,0.511499588471712,France
HCOV-19_BELGIUM_20200304_EPI_ISL_418988,0.512051092427793,France
HCOV-19_BELGIUM_20200303_EPI_ISL_416475,0.512797899580008,France
HCOV-19_BELGIUM_20200302_EPI_ISL_416468,0.51345728371772,France
HCOV-19_ICELAND_20200309_EPI_ISL_417861,0.514189660351566,France
HCOV-19_ENGLAND_20200318_EPI_ISL_418729,0.514668468519263,France
HCOV-19_FINLAND_20200307_EPI_ISL_414643,0.515203641628646,France
HCOV-19_ENGLAND_20200301_EPI_ISL_417236,0.516187256735412,France
HCOV-19_ENGLAND_20200304_EPI_ISL_417232,0.516761558728992,France
HCOV-19_ICELAND_20200306_EPI_ISL_417852,0.518086459605899,France
HCOV-19_ICELAND_20200306_EPI_ISL_417757,0.518281656224585,France
HCOV-19_ICELAND_20200313_EPI_ISL_417802,0.519608443306715,France
HCOV-19_ICELAND_20200312_EPI_ISL_417713,0.520683505682843,France
HCOV-19_ICELAND_20200318_EPI_ISL_417632,0.52092095252579,France
HCOV-19_ICELAND_20200317_EPI_ISL_417566,0.524344415617904,France
HCOV-19_ICELAND_20200310_EPI_ISL_417876,0.524583728462195,France
HCOV-19_ICELAND_20200313_EPI_ISL_417795,0.525431649617135,France
HCOV-19_ICELAND_20200312_EPI_ISL_417785,0.526237422223892,France
HCOV-19_ICELAND_20200312_EPI_ISL_417714,0.527744234956249,France
HCOV-19_ICELAND_20200317_EPI_ISL_417571,0.527778270268158,France
HCOV-19_ICELAND_20200317_EPI_ISL_417575,0.52833895838667,France
HCOV-19_ICELAND_20200309_EPI_ISL_417862,0.529291847788255,France
HCOV-19_ICELAND_20200306_EPI_ISL_417684,0.529516994500272,France
HCOV-19_ICELAND_20200316_EPI_ISL_417834,0.529799287132386,France
HCOV-19_NETHERLANDS_20200309_EPI_ISL_415498,0.530320168618854,France
HCOV-19_ICELAND_20200302_EPI_ISL_417840,0.530713260542353,France
HCOV-19_NETHERLANDS_20200309_EPI_ISL_415483,0.531671423018739,France
HCOV-19_BELGIUM_20200309_EPI_ISL_418983,0.531852365219936,France
HCOV-19_AUSTRALIA_20200318_EPI_ISL_418802,0.532440375907199,France
HCOV-19_FRANCE_20200303_EPI_ISL_416746,0.532684814010218,France
HCOV-19_ICELAND_20200316_EPI_ISL_417815,0.533707403383482,France
HCOV-19_ICELAND_20200302_EPI_ISL_417800,0.533905505530824,France
HCOV-19_ICELAND_20200302_EPI_ISL_417734,0.534203474308033,France
HCOV-19_NETHERLANDS_20200303_EPI_ISL_414435,0.535004908273747,France
HCOV-19_NETHERLANDS_20200307_EPI_ISL_414552,0.535210976338681,France
HCOV-19_BELGIUM_20200303_EPI_ISL_417429,0.53611535101398,France
HCOV-19_BELGIUM_20200302_EPI_ISL_417427,0.536411666344608,France
HCOV-19_BRAZIL_20200302_EPI_ISL_414014,0.536716298944651,France
HCOV-19_ICELAND_20200309_EPI_ISL_417863,0.537423573156731,France
HCOV-19_ENGLAND_20200325_EPI_ISL_418306,0.53802919501225,France
HCOV-19_NETHERLANDS_20200310_EPI_ISL_415468,0.538395593975088,France
HCOV-19_NETHERLANDS_20200309_EPI_ISL_415497,0.538522471075357,France
HCOV-19_NETHERLANDS_20200308_EPI_ISL_414554,0.538881252367757,France
HCOV-19_FINLAND_20200305_EPI_ISL_414641,0.539505024925851,France
HCOV-19_ICELAND_20200309_EPI_ISL_417868,0.539994333818914,China
HCOV-19_ICELAND_20200309_EPI_ISL_417867,0.5410031529654,China
HCOV-19_ICELAND_20200308_EPI_ISL_417728,0.541282261782552,Georgia
HCOV-19_SWITZERLAND_20200302_EPI_ISL_415702,0.54293368820402,Georgia
HCOV-19_ITALY_20200301_EPI_ISL_417423,0.542964348764204,Georgia
HCOV-19_NETHERLANDS_20200302_EPI_ISL_413591,0.543363990346574,Georgia
HCOV-19_NETHERLANDS_20200311_EPI_ISL_415472,0.543663830065928,Georgia
HCOV-19_USA_20200313_EPI_ISL_417473,0.544124369539398,Georgia
HCOV-19_USA_20200313_EPI_ISL_417495,0.54660224780728,Georgia
HCOV-19_NETHERLANDS_20200306_EPI_ISL_414457,0.548147965259752,Georgia
HCOV-19_ITALY_20200301_EPI_ISL_417921,0.548781503879824,Georgia
HCOV-19_JAPAN_20200311_EPI_ISL_416524,0.549271456849359,Georgia
HCOV-19_PORTUGAL_20200316_EPI_ISL_418017,0.549303442610364,Germany
HCOV-19_PORTUGAL_20200301_EPI_ISL_413648,0.550041666840949,Germany
HCOV-19_PORTUGAL_20200308_EPI_ISL_417991,0.551558514506894,Germany
HCOV-19_PORTUGAL_20200303_EPI_ISL_417987,0.55231772164108,Germany
HCOV-19_JAPAN_20200311_EPI_ISL_416525,0.552800791431465,Germany
HCOV-19_ENGLAND_20200313_EPI_ISL_418671,0.553222798668198,Germany
HCOV-19_ITALY_20200301_EPI_ISL_417421,0.553947697556191,Germany
HCOV-19_FRANCE_20200304_EPI_ISL_414631,0.554933124540833,Germany
HCOV-19_FINLAND_20200303_EPI_ISL_413602,0.555196627893053,Germany
HCOV-19_ICELAND_20200316_EPI_ISL_417823,0.555910593274647,Germany
HCOV-19_ICELAND_20200316_EPI_ISL_417706,0.557066788385677,Germany
HCOV-19_NETHERLANDS_20200312_EPI_ISL_415535,0.558450931708782,Germany
HCOV-19_ICELAND_20200316_EPI_ISL_417743,0.561211578601856,Germany
HCOV-19_ICELAND_20200318_EPI_ISL_417622,0.561459428999627,Germany
HCOV-19_ICELAND_20200316_EPI_ISL_417837,0.561941357214245,Germany
HCOV-19_ICELAND_20200313_EPI_ISL_417804,0.56223896820652,Germany
HCOV-19_ICELAND_20200318_EPI_ISL_417641,0.563349027353399,Germany
HCOV-19_NETHERLANDS_20200309_EPI_ISL_415462,0.563488574813218,Germany
HCOV-19_NETHERLANDS_20200313_EPI_ISL_415488,0.563821263990894,Germany
HCOV-19_ICELAND_20200317_EPI_ISL_417582,0.563844180223346,Germany
HCOV-19_WALES_20200227_EPI_ISL_413555,0.564115400677064,Germany
HCOV-19_WALES_20200312_EPI_ISL_415655,0.565975584237415,Germany
HCOV-19_ITALY_20200224_EPI_ISL_417447,0.567484458303634,Germany
HCOV-19_LUXEMBOURG_20200229_EPI_ISL_413593,0.567830739096913,Germany
HCOV-19_SCOTLAND_20200308_EPI_ISL_415640,0.568560197787893,Germany
HCOV-19_FINLAND_20200314_EPI_ISL_418402,0.570446961785909,Germany
HCOV-19_DENMARK_20200303_EPI_ISL_415646,0.570754324538581,Germany
HCOV-19_FINLAND_20200314_EPI_ISL_418403,0.571271866310722,Greece
HCOV-19_DENMARK_20200303_EPI_ISL_416141,0.572719655933817,Greece
HCOV-19_BRAZIL_20200304_EPI_ISL_414045,0.573106452904801,Greece
HCOV-19_NETHERLANDS_20200309_EPI_ISL_415474,0.573243844454202,China
HCOV-19_NETHERLANDS_20200312_EPI_ISL_415485,0.574158180618495,China
HCOV-19_AUSTRALIA_20200311_EPI_ISL_417397,0.574556235329568,China
HCOV-19_IRELAND_20200303_EPI_ISL_414586,0.574796663370741,China
HCOV-19_GUANGZHOU_20200225_EPI_ISL_414663,0.574847194597339,China
HCOV-19_GEORGIA_20200310_EPI_ISL_415642,0.574879266746936,China
HCOV-19_NETHERLANDS_20200307_EPI_ISL_414559,0.576529180095428,China
HCOV-19_NETHERLANDS_20200301_EPI_ISL_413589,0.577890761887383,China
HCOV-19_NETHERLANDS_20200302_EPI_ISL_414428,0.578073640470476,China
HCOV-19_BELGIUM_20200305_EPI_ISL_418806,0.578081512428234,China
HCOV-19_ENGLAND_20200302_EPI_ISL_417233,0.578102066504775,China
HCOV-19_GEORGIA_20200313_EPI_ISL_416482,0.578105079755924,China
HCOV-19_ENGLAND_20200306_EPI_ISL_417301,0.578347903066871,China
HCOV-19_PORTUGAL_20200307_EPI_ISL_417997,0.582965061154545,China
HCOV-19_ENGLAND_20200305_EPI_ISL_417302,0.584919810140642,China
HCOV-19_ICELAND_20200301_EPI_ISL_417736,0.585587803543897,China
HCOV-19_ENGLAND_20200303_EPI_ISL_417248,0.585660468822559,China
HCOV-19_PORTUGAL_20200308_EPI_ISL_417998,0.585938378447174,China
HCOV-19_ICELAND_20200310_EPI_ISL_417698,0.586895951221923,China
HCOV-19_BELGIUM_20200319_EPI_ISL_418640,0.587901766433298,China
HCOV-19_ICELAND_20200317_EPI_ISL_417572,0.588299321816789,China
HCOV-19_USA_20200311_EPI_ISL_414648,0.589110051186119,China
HCOV-19_BELGIUM_20200301_EPI_ISL_415156,0.589619607071433,China
HCOV-19_BELGIUM_20200306_EPI_ISL_418981,0.589693293615116,China
HCOV-19_ICELAND_20200318_EPI_ISL_417637,0.590025824772639,China
HCOV-19_ICELAND_20200316_EPI_ISL_417839,0.590097145170477,China
HCOV-19_ICELAND_20200317_EPI_ISL_417565,0.591703960601951,China
HCOV-19_ICELAND_20200316_EPI_ISL_417754,0.591704213436575,China
HCOV-19_ENGLAND_20200316_EPI_ISL_418702,0.592777329433293,China
HCOV-19_ENGLAND_20200303_EPI_ISL_417240,0.593401382151927,China
HCOV-19_ENGLAND_20200303_EPI_ISL_416731,0.595117356966244,China
HCOV-19_ENGLAND_20200304_EPI_ISL_417255,0.595949054543058,China
HCOV-19_ENGLAND_20200302_EPI_ISL_417226,0.596083442954274,China
HCOV-19_ICELAND_20200317_EPI_ISL_417589,0.598748040981989,China
HCOV-19_ENGLAND_20200303_EPI_ISL_417231,0.600329316955942,China
HCOV-19_ENGLAND_20200227_EPI_ISL_414523,0.60149786841447,China
HCOV-19_GEORGIA_20200305_EPI_ISL_416479,0.602525262932546,China
HCOV-19_USA_20200313_EPI_ISL_417493,0.602954099466559,China
HCOV-19_USA_20200314_EPI_ISL_417502,0.602996688728912,China
HCOV-19_SLOVAKIA_20200306_EPI_ISL_417877,0.602998144786427,China
HCOV-19_PORTUGAL_20200304_EPI_ISL_417989,0.603532356952509,China
HCOV-19_SWITZERLAND_20200227_EPI_ISL_413999,0.604303447678007,China
HCOV-19_ICELAND_20200314_EPI_ISL_417812,0.604483866079419,China
HCOV-19_ICELAND_20200313_EPI_ISL_417799,0.605560055795036,China
HCOV-19_LITHUANIA_202002_EPI_ISL_416741,0.605768744406115,China
HCOV-19_ICELAND_20200317_EPI_ISL_417560,0.60585605455667,China
HCOV-19_ICELAND_20200315_EPI_ISL_417740,0.605866711048295,China
HCOV-19_ICELAND_20200318_EPI_ISL_417652,0.605909637839157,China
HCOV-19_BELGIUM_20200306_EPI_ISL_418794,0.606083618058389,China
HCOV-19_ICELAND_20200316_EPI_ISL_417763,0.606098643917958,China
HCOV-19_SCOTLAND_20200304_EPI_ISL_414027,0.607276674318643,China
HCOV-19_ITALY_20200303_EPI_ISL_417491,0.6080586371914,China
HCOV-19_ICELAND_20200316_EPI_ISL_417563,0.608361668211091,China
HCOV-19_BELGIUM_20200304_EPI_ISL_417424,0.608743796357993,China
HCOV-19_BELGIUM_20200313_EPI_ISL_417016,0.609476483460177,China
HCOV-19_BELGIUM_20200315_EPI_ISL_418624,0.609720659900187,China
HCOV-19_BELGIUM_20200314_EPI_ISL_417019,0.610235188396441,China
HCOV-19_ICELAND_20200316_EPI_ISL_417550,0.611625031024407,China
HCOV-19_ICELAND_20200314_EPI_ISL_417758,0.611705487623069,China
HCOV-19_ICELAND_20200314_EPI_ISL_417775,0.612137640736234,China
HCOV-19_AUSTRALIA_20200314_EPI_ISL_418801,0.612342703078495,China
HCOV-19_ICELAND_20200316_EPI_ISL_417746,0.612609292119074,China
HCOV-19_FINLAND_20200304_EPI_ISL_414646,0.613190937199321,China
HCOV-19_CONGO_20200319_EPI_ISL_417948,0.613949214366654,China
HCOV-19_LUXEMBOURG_20200318_EPI_ISL_417534,0.61446686947499,China
HCOV-19_FRANCE_20200314_EPI_ISL_418234,0.615685851335622,China
HCOV-19_CONGO_20200319_EPI_ISL_417947,0.615841126832283,China
HCOV-19_FRANCE_20200305_EPI_ISL_415652,0.616743172230921,China
HCOV-19_LUXEMBOURG_20200318_EPI_ISL_417527,0.617858077973042,China
HCOV-19_FRANCE_20200308_EPI_ISL_416493,0.619389539615858,China
HCOV-19_CONGO_20200318_EPI_ISL_417946,0.62004173490529,China
HCOV-19_BELGIUM_20200306_EPI_ISL_418795,0.620141767101655,China
HCOV-19_FRANCE_20200306_EPI_ISL_416750,0.621996569142269,China
HCOV-19_FRANCE_20200304_EPI_ISL_417334,0.622516129965344,China
HCOV-19_BELGIUM_20200319_EPI_ISL_418635,0.62257488211389,China
HCOV-19_FRANCE_20200305_EPI_ISL_416751,0.622589336826614,China
HCOV-19_FRANCE_20200315_EPI_ISL_418231,0.622595018267157,China
HCOV-19_FRANCE_20200317_EPI_ISL_418427,0.622762410461159,China
HCOV-19_FRANCE_20200316_EPI_ISL_418417,0.622967338721511,China
HCOV-19_FRANCE_20200317_EPI_ISL_418422,0.623203141305935,China
HCOV-19_FRANCE_20200306_EPI_ISL_416754,0.623613344986863,China
HCOV-19_FRANCE_20200311_EPI_ISL_416499,0.623678052242626,China
HCOV-19_FRANCE_20200313_EPI_ISL_418230,0.623697548989112,China
HCOV-19_SWITZERLAND_20200308_EPI_ISL_415707,0.624007880673604,China
HCOV-19_FRANCE_20200316_EPI_ISL_418418,0.624402172421708,China
HCOV-19_FRANCE_20200316_EPI_ISL_418419,0.62449614649594,China
HCOV-19_BELGIUM_20200322_EPI_ISL_418653,0.624991387796856,China
HCOV-19_FRANCE_20200304_EPI_ISL_418222,0.62659694986551,China
HCOV-19_BELGIUM_20200322_EPI_ISL_418663,0.627184139979015,China
HCOV-19_CANADA_20200312_EPI_ISL_418811,0.627807504119299,China
HCOV-19_FRANCE_20200307_EPI_ISL_416757,0.628519257396354,China
HCOV-19_BELGIUM_20200319_EPI_ISL_418634,0.629398967052644,China
HCOV-19_FRANCE_20200317_EPI_ISL_418423,0.629628356683856,China
HCOV-19_FRANCE_20200317_EPI_ISL_418424,0.630592733677269,China
HCOV-19_FRANCE_20200321_EPI_ISL_419170,0.630635473011921,China
HCOV-19_FRANCE_20200322_EPI_ISL_419182,0.630856232474976,China
HCOV-19_FRANCE_20200306_EPI_ISL_416756,0.631157234651903,China
HCOV-19_FRANCE_20200310_EPI_ISL_416745,0.632123030687505,China
HCOV-19_SWITZERLAND_20200304_EPI_ISL_415704,0.63246956776861,Hong Kong
HCOV-19_SWITZERLAND_20200306_EPI_ISL_415706,0.632930859301199,Hong Kong
HCOV-19_ICELAND_20200315_EPI_ISL_417737,0.633512912947029,Hong Kong
HCOV-19_ICELAND_20200312_EPI_ISL_417788,0.633916293563177,Hong Kong
HCOV-19_FRANCE_20200308_EPI_ISL_417339,0.634143029553826,Hong Kong
HCOV-19_FRANCE_20200322_EPI_ISL_419186,0.634651063850725,Hong Kong
HCOV-19_FRANCE_20200322_EPI_ISL_419185,0.634662084835643,Hong Kong
HCOV-19_FRANCE_20200307_EPI_ISL_417337,0.634685207452,Hong Kong
HCOV-19_FRANCE_20200315_EPI_ISL_418414,0.636319067790688,Hong Kong
HCOV-19_FRANCE_20200315_EPI_ISL_418412,0.637491115443964,Hong Kong
HCOV-19_BELGIUM_20200317_EPI_ISL_418630,0.637740901211065,Hong Kong
HCOV-19_BELGIUM_20200322_EPI_ISL_418656,0.637884500841462,Hong Kong
HCOV-19_BELGIUM_20200322_EPI_ISL_418659,0.638099082371063,Hong Kong
HCOV-19_FRANCE_20200316_EPI_ISL_418240,0.638966406859202,Hong Kong
HCOV-19_SWITZERLAND_20200306_EPI_ISL_415705,0.639067408411618,Hong Kong
HCOV-19_LUXEMBOURG_20200318_EPI_ISL_417526,0.639150969336664,Hong Kong
HCOV-19_FRANCE_20200304_EPI_ISL_416749,0.63996408118661,Hong Kong
HCOV-19_BELGIUM_20200321_EPI_ISL_418645,0.641108098918517,Hong Kong
HCOV-19_BELGIUM_20200322_EPI_ISL_418657,0.642796901260388,Hong Kong
