Sample	Lineage
HCOV-19_NETHERLANDS_20200331_EPI_ISL_422633	B.1
HCOV-19_NETHERLANDS_20200331_EPI_ISL_422634	B.1
HCOV-19_NETHERLANDS_20200331_EPI_ISL_422635	B.1
HCOV-19_NETHERLANDS_20200401_EPI_ISL_422600	B.1
HCOV-19_NETHERLANDS_20200401_EPI_ISL_422601	B.1
HCOV-19_NETHERLANDS_20200401_EPI_ISL_422602	B.1
HCOV-19_NETHERLANDS_20200401_EPI_ISL_422603	B.2
HCOV-19_NETHERLANDS_20200401_EPI_ISL_422605	B.1
HCOV-19_NETHERLANDS_20200401_EPI_ISL_422606	B.2
HCOV-19_NETHERLANDS_20200401_EPI_ISL_422608	B.1
HCOV-19_NETHERLANDS_20200401_EPI_ISL_422609	B.1
HCOV-19_NETHERLANDS_20200401_EPI_ISL_422610	B.1
HCOV-19_NETHERLANDS_20200401_EPI_ISL_422611	B.1
HCOV-19_NETHERLANDS_20200401_EPI_ISL_422612	B.1
HCOV-19_NETHERLANDS_20200401_EPI_ISL_422615	B.1
HCOV-19_NETHERLANDS_20200402_EPI_ISL_422621	B.1
HCOV-19_NETHERLANDS_20200402_EPI_ISL_422623	B.1
HCOV-19_NEWZEALAND_20200227_EPI_ISL_413490	B.4
HCOV-19_NEWZEALAND_20200311_EPI_ISL_417211	B.11
HCOV-19_NEWZEALAND_20200315_EPI_ISL_416539	A
HCOV-19_NORWAY_20200226_EPI_ISL_417484	B.4
HCOV-19_NORWAY_20200227_EPI_ISL_417483	B.2
HCOV-19_NORWAY_20200228_EPI_ISL_420135	B.2
HCOV-19_NORWAY_20200229_EPI_ISL_417488	B.2
HCOV-19_NORWAY_20200301_EPI_ISL_417486	B.2
HCOV-19_NORWAY_20200301_EPI_ISL_417487	B.2
HCOV-19_NORWAY_20200305_EPI_ISL_420139	B.1
HCOV-19_NORWAY_20200310_EPI_ISL_420141	B.1
HCOV-19_NORWAY_20200310_EPI_ISL_420313	B.1
HCOV-19_NORWAY_20200317_EPI_ISL_420151	B.11
HCOV-19_PAKISTAN_20200304_EPI_ISL_417444	B.4
HCOV-19_PERU_20200310_EPI_ISL_415787	B.1
HCOV-19_PHILIPPINES_20200326_EPI_ISL_434555	B.6
HCOV-19_PHILIPPINES_20200328_EPI_ISL_434558	B.6
HCOV-19_PINGXIANG_20200111_EPI_ISL_421252	B.11
HCOV-19_PINGXIANG_20200127_EPI_ISL_421259	B.11
HCOV-19_POLAND_20200328_EPI_ISL_428925	B.1
HCOV-19_POLAND_20200328_EPI_ISL_428926	B.1
HCOV-19_POLAND_20200328_EPI_ISL_428927	B.1
HCOV-19_POLAND_20200328_EPI_ISL_428931	B.1
HCOV-19_POLAND_20200330_EPI_ISL_428928	B.1
HCOV-19_PORTUGAL_20200307_EPI_ISL_417992	B.1
HCOV-19_PORTUGAL_20200307_EPI_ISL_417997	B.1
HCOV-19_PORTUGAL_20200308_EPI_ISL_417991	B.1
HCOV-19_PORTUGAL_20200308_EPI_ISL_417994	B.1
HCOV-19_PORTUGAL_20200310_EPI_ISL_418000	B.23
HCOV-19_PORTUGAL_20200312_EPI_ISL_418004	B.1
HCOV-19_PORTUGAL_20200313_EPI_ISL_418008	B.1
HCOV-19_PORTUGAL_20200315_EPI_ISL_418009	B.1
HCOV-19_PORTUGAL_20200315_EPI_ISL_418022	B.1
HCOV-19_PORTUGAL_20200316_EPI_ISL_418017	B.1
HCOV-19_PORTUGAL_20200316_EPI_ISL_418020	B.2
HCOV-19_PORTUGAL_20200316_EPI_ISL_418021	B.2
HCOV-19_PORTUGAL_20200317_EPI_ISL_418023	B.1
HCOV-19_PORTUGAL_20200317_EPI_ISL_418024	B.1
HCOV-19_PORTUGAL_20200317_EPI_ISL_418025	B.2
HCOV-19_PORTUGAL_20200317_EPI_ISL_418026	B.11
HCOV-19_PORTUGAL_20200318_EPI_ISL_419387	B.1
HCOV-19_PORTUGAL_20200318_EPI_ISL_421482	B.1
HCOV-19_PORTUGAL_20200319_EPI_ISL_421456	B.1
HCOV-19_PORTUGAL_20200319_EPI_ISL_421458	B.1
HCOV-19_PORTUGAL_20200319_EPI_ISL_421465	B.1
HCOV-19_PORTUGAL_20200319_EPI_ISL_421484	B.1
HCOV-19_PORTUGAL_20200320_EPI_ISL_421460	B.1
HCOV-19_PORTUGAL_20200320_EPI_ISL_421462	B.1
HCOV-19_PORTUGAL_20200320_EPI_ISL_421467	A.5
HCOV-19_PORTUGAL_20200320_EPI_ISL_421489	B.1
HCOV-19_PORTUGAL_20200321_EPI_ISL_421470	B.1
HCOV-19_PORTUGAL_20200321_EPI_ISL_421472	B.1
HCOV-19_PORTUGAL_20200321_EPI_ISL_421474	B.1
HCOV-19_PORTUGAL_20200321_EPI_ISL_421477	B.1
HCOV-19_PORTUGAL_20200322_EPI_ISL_421487	B.1
HCOV-19_PORTUGAL_20200322_EPI_ISL_421492	B.1
HCOV-19_PUERTORICO_20200323_EPI_ISL_434541	A.1
HCOV-19_PUERTORICO_20200323_EPI_ISL_434545	B.1
HCOV-19_PUERTORICO_20200323_EPI_ISL_434549	B.1
HCOV-19_PUERTORICO_20200324_EPI_ISL_434547	A.1
HCOV-19_PUERTORICO_20200324_EPI_ISL_434551	B.1
HCOV-19_QATAR_20200323_EPI_ISL_427416	B.2
HCOV-19_QATAR_20200323_EPI_ISL_427417	B.2
HCOV-19_RUSSIA_20200311_EPI_ISL_428861	B.1
HCOV-19_RUSSIA_20200311_EPI_ISL_428863	B.1
HCOV-19_RUSSIA_20200311_EPI_ISL_428865	B.1
HCOV-19_RUSSIA_20200311_EPI_ISL_428866	B.1
HCOV-19_RUSSIA_20200311_EPI_ISL_428867	B.1
HCOV-19_RUSSIA_20200313_EPI_ISL_428870	B.1
HCOV-19_RUSSIA_20200315_EPI_ISL_415710	B.1
HCOV-19_RUSSIA_20200316_EPI_ISL_428881	B.1
HCOV-19_RUSSIA_20200318_EPI_ISL_420081	B.1
HCOV-19_RUSSIA_20200318_EPI_ISL_421275	B.1
HCOV-19_RUSSIA_20200319_EPI_ISL_428873	B.1
HCOV-19_RUSSIA_20200319_EPI_ISL_428876	B.1
HCOV-19_RUSSIA_20200319_EPI_ISL_428890	B.1
HCOV-19_RUSSIA_20200319_EPI_ISL_428921	B.1
HCOV-19_RUSSIA_20200320_EPI_ISL_427307	B.1
HCOV-19_RUSSIA_20200320_EPI_ISL_428874	B.1
HCOV-19_RUSSIA_20200320_EPI_ISL_428888	B.1
HCOV-19_RUSSIA_20200322_EPI_ISL_428904	B.1
HCOV-19_RUSSIA_20200323_EPI_ISL_428892	B.1
HCOV-19_RUSSIA_20200323_EPI_ISL_428893	A
HCOV-19_RUSSIA_20200324_EPI_ISL_427308	B.1
HCOV-19_RUSSIA_20200324_EPI_ISL_428895	B.1
HCOV-19_RUSSIA_20200324_EPI_ISL_428897	B.2
HCOV-19_RUSSIA_20200326_EPI_ISL_428909	B.1
HCOV-19_RUSSIA_20200326_EPI_ISL_428916	B.1
HCOV-19_RUSSIA_20200327_EPI_ISL_428906	B.1
HCOV-19_RUSSIA_20200327_EPI_ISL_428912	B.1
HCOV-19_RUSSIA_20200327_EPI_ISL_428918	B.1
HCOV-19_RUSSIA_20200327_EPI_ISL_428923	B.1
HCOV-19_RUSSIA_20200328_EPI_ISL_428924	B.1
HCOV-19_RUSSIA_20200330_EPI_ISL_428922	B.1
HCOV-19_RUSSIA_20200401_EPI_ISL_428907	B.1
HCOV-19_RUSSIA_20200402_EPI_ISL_427314	B.1
HCOV-19_RUSSIA_20200402_EPI_ISL_428852	B.1
HCOV-19_RUSSIA_20200404_EPI_ISL_427319	B.1
HCOV-19_RUSSIA_20200405_EPI_ISL_427320	B.1
HCOV-19_RUSSIA_20200405_EPI_ISL_427322	B.1
HCOV-19_RUSSIA_20200406_EPI_ISL_427323	B.1
HCOV-19_RUSSIA_20200407_EPI_ISL_427329	B.1
HCOV-19_RUSSIA_20200407_EPI_ISL_430070	B.1
HCOV-19_RUSSIA_20200408_EPI_ISL_430072	B.1
HCOV-19_RUSSIA_20200408_EPI_ISL_430074	B.1
HCOV-19_RUSSIA_20200409_EPI_ISL_430084	B.1
HCOV-19_RUSSIA_20200410_EPI_ISL_430077	B.1
HCOV-19_RUSSIA_20200410_EPI_ISL_430078	B.1
HCOV-19_RUSSIA_20200410_EPI_ISL_430090	B.1
HCOV-19_RUSSIA_20200410_EPI_ISL_430091	B.1
HCOV-19_RUSSIA_20200414_EPI_ISL_430097	B.1
HCOV-19_RUSSIA_20200414_EPI_ISL_430100	B.1
HCOV-19_RUSSIA_20200414_EPI_ISL_430102	B.1
HCOV-19_RUSSIA_20200414_EPI_ISL_430103	B.1
HCOV-19_RUSSIA_20200415_EPI_ISL_430104	B.1
HCOV-19_RUSSIA_20200415_EPI_ISL_430105	B.1
HCOV-19_RUSSIA_20200415_EPI_ISL_430106	B.1
HCOV-19_RUSSIA_20200415_EPI_ISL_430108	B.1
HCOV-19_RUSSIA_20200415_EPI_ISL_430109	B.1
HCOV-19_RUSSIA_20200415_EPI_ISL_430111	B.1
HCOV-19_SAUDIARABIA_20200310_EPI_ISL_416521	B.1
HCOV-19_SCOTLAND_20200303_EPI_ISL_425795	B.1
HCOV-19_SCOTLAND_20200303_EPI_ISL_425807	B.1
HCOV-19_SCOTLAND_20200305_EPI_ISL_425806	B.1
HCOV-19_SCOTLAND_20200305_EPI_ISL_425819	B.11
HCOV-19_SCOTLAND_20200307_EPI_ISL_425798	B.1
HCOV-19_SCOTLAND_20200307_EPI_ISL_425804	B.1
HCOV-19_SCOTLAND_20200309_EPI_ISL_415630	B.2
HCOV-19_SCOTLAND_20200309_EPI_ISL_425801	B.1
HCOV-19_SCOTLAND_20200309_EPI_ISL_425845	A
HCOV-19_SCOTLAND_20200310_EPI_ISL_415631	B.2
HCOV-19_SCOTLAND_20200310_EPI_ISL_425800	B.1
HCOV-19_SCOTLAND_20200311_EPI_ISL_425672	B.1
HCOV-19_SCOTLAND_20200311_EPI_ISL_425821	B.2
HCOV-19_SCOTLAND_20200311_EPI_ISL_425822	B.1
HCOV-19_SCOTLAND_20200311_EPI_ISL_425842	B.1
HCOV-19_SCOTLAND_20200311_EPI_ISL_425844	B.1
HCOV-19_SCOTLAND_20200311_EPI_ISL_425847	B.1
HCOV-19_SCOTLAND_20200312_EPI_ISL_425692	B.1
HCOV-19_SCOTLAND_20200312_EPI_ISL_425699	B.11
HCOV-19_SCOTLAND_20200312_EPI_ISL_425720	B.1
HCOV-19_SCOTLAND_20200312_EPI_ISL_425756	B.1
HCOV-19_SCOTLAND_20200312_EPI_ISL_425763	B.1
HCOV-19_SCOTLAND_20200312_EPI_ISL_425788	B.1
HCOV-19_SCOTLAND_20200312_EPI_ISL_425813	B.2
HCOV-19_SCOTLAND_20200312_EPI_ISL_425828	B.1
HCOV-19_SCOTLAND_20200312_EPI_ISL_425829	B.1
HCOV-19_SCOTLAND_20200312_EPI_ISL_425830	B.1
HCOV-19_SCOTLAND_20200312_EPI_ISL_425843	B.2
HCOV-19_SCOTLAND_20200313_EPI_ISL_425652	B.1
HCOV-19_SCOTLAND_20200313_EPI_ISL_425653	B.1
HCOV-19_SCOTLAND_20200313_EPI_ISL_425654	B.1
HCOV-19_SCOTLAND_20200313_EPI_ISL_425670	B.1
HCOV-19_SCOTLAND_20200313_EPI_ISL_425759	B.1
HCOV-19_SCOTLAND_20200313_EPI_ISL_425764	B.2
HCOV-19_SCOTLAND_20200313_EPI_ISL_425765	B.1
HCOV-19_SCOTLAND_20200313_EPI_ISL_425766	B.2
HCOV-19_SCOTLAND_20200313_EPI_ISL_425767	B.1
HCOV-19_SCOTLAND_20200313_EPI_ISL_425769	B.1
HCOV-19_SCOTLAND_20200313_EPI_ISL_425817	B.1
HCOV-19_SCOTLAND_20200313_EPI_ISL_425827	B.1
HCOV-19_SCOTLAND_20200313_EPI_ISL_425839	B.1
HCOV-19_SCOTLAND_20200314_EPI_ISL_425648	B.2
HCOV-19_SCOTLAND_20200314_EPI_ISL_425656	B.1
HCOV-19_SCOTLAND_20200314_EPI_ISL_425780	B.1
HCOV-19_SCOTLAND_20200314_EPI_ISL_425782	B.1
HCOV-19_SCOTLAND_20200314_EPI_ISL_425816	B.16
HCOV-19_SCOTLAND_20200314_EPI_ISL_425823	B.1
HCOV-19_SCOTLAND_20200314_EPI_ISL_425826	B.1
HCOV-19_SCOTLAND_20200314_EPI_ISL_425849	B.11
HCOV-19_SCOTLAND_20200315_EPI_ISL_425658	A.3
HCOV-19_SCOTLAND_20200315_EPI_ISL_425669	B.2
HCOV-19_SCOTLAND_20200315_EPI_ISL_425850	B.2
HCOV-19_SCOTLAND_20200316_EPI_ISL_425675	B.2
HCOV-19_SCOTLAND_20200316_EPI_ISL_425677	B.2
HCOV-19_SCOTLAND_20200316_EPI_ISL_425682	B.2
HCOV-19_SCOTLAND_20200316_EPI_ISL_425684	B.1
HCOV-19_SCOTLAND_20200316_EPI_ISL_425685	B.11
HCOV-19_SCOTLAND_20200317_EPI_ISL_425713	A.2
HCOV-19_SCOTLAND_20200317_EPI_ISL_425715	B.26
HCOV-19_SCOTLAND_20200317_EPI_ISL_425717	B.1
HCOV-19_SCOTLAND_20200317_EPI_ISL_425721	B.24
HCOV-19_SCOTLAND_20200317_EPI_ISL_425731	B.2
HCOV-19_SCOTLAND_20200317_EPI_ISL_425851	B.2
HCOV-19_SCOTLAND_20200318_EPI_ISL_425722	B.1
HCOV-19_SCOTLAND_20200318_EPI_ISL_425727	B.2
HCOV-19_SCOTLAND_20200318_EPI_ISL_425732	B.2
HCOV-19_SCOTLAND_20200318_EPI_ISL_425737	B.2
HCOV-19_SCOTLAND_20200318_EPI_ISL_425741	B.1
HCOV-19_SCOTLAND_20200318_EPI_ISL_425747	B.1
HCOV-19_SCOTLAND_20200318_EPI_ISL_425856	B.2
HCOV-19_SCOTLAND_20200319_EPI_ISL_425728	B.16
HCOV-19_SCOTLAND_20200319_EPI_ISL_425733	B.24
HCOV-19_SCOTLAND_20200319_EPI_ISL_425735	A.3
HCOV-19_SCOTLAND_20200319_EPI_ISL_425745	B.11
HCOV-19_SCOTLAND_20200319_EPI_ISL_425863	B.11
HCOV-19_SCOTLAND_20200319_EPI_ISL_425866	B.1
HCOV-19_SCOTLAND_20200320_EPI_ISL_425754	B.2
HCOV-19_SCOTLAND_20200320_EPI_ISL_425867	B.2
HCOV-19_SCOTLAND_20200320_EPI_ISL_425870	B.1
HCOV-19_SCOTLAND_20200320_EPI_ISL_425872	B.11
HCOV-19_SCOTLAND_20200320_EPI_ISL_425873	B.1
HCOV-19_SCOTLAND_20200320_EPI_ISL_425888	B.1
HCOV-19_SCOTLAND_20200320_EPI_ISL_433279	B.2
HCOV-19_SCOTLAND_20200320_EPI_ISL_433283	B.16
HCOV-19_SCOTLAND_20200321_EPI_ISL_425869	B.11
HCOV-19_SCOTLAND_20200321_EPI_ISL_425876	B.1
HCOV-19_SCOTLAND_20200321_EPI_ISL_425878	B.2
HCOV-19_SCOTLAND_20200321_EPI_ISL_425880	B.24
HCOV-19_SCOTLAND_20200321_EPI_ISL_425891	B.1
HCOV-19_SCOTLAND_20200322_EPI_ISL_425868	B.1
HCOV-19_SCOTLAND_20200322_EPI_ISL_425896	B.2
HCOV-19_SCOTLAND_20200322_EPI_ISL_425897	B.1
HCOV-19_SCOTLAND_20200322_EPI_ISL_425899	B.1
HCOV-19_SCOTLAND_20200322_EPI_ISL_425900	B.1
HCOV-19_SCOTLAND_20200322_EPI_ISL_425904	B.1
HCOV-19_SCOTLAND_20200322_EPI_ISL_425917	B.1
HCOV-19_SCOTLAND_20200322_EPI_ISL_433407	B.1
HCOV-19_SCOTLAND_20200323_EPI_ISL_425786	B.24
HCOV-19_SCOTLAND_20200323_EPI_ISL_425916	B.1
HCOV-19_SCOTLAND_20200323_EPI_ISL_425922	B.2
HCOV-19_SCOTLAND_20200323_EPI_ISL_433288	B.16
HCOV-19_SCOTLAND_20200323_EPI_ISL_433289	B.11
HCOV-19_SCOTLAND_20200323_EPI_ISL_433303	B.16
HCOV-19_SCOTLAND_20200323_EPI_ISL_433304	B.1
HCOV-19_SCOTLAND_20200324_EPI_ISL_425919	B.1
HCOV-19_SCOTLAND_20200324_EPI_ISL_425924	B.1
HCOV-19_SCOTLAND_20200324_EPI_ISL_425925	B.1
HCOV-19_SCOTLAND_20200324_EPI_ISL_425927	B.1
HCOV-19_SCOTLAND_20200324_EPI_ISL_433074	B.1
HCOV-19_SCOTLAND_20200324_EPI_ISL_433307	B.16
HCOV-19_SCOTLAND_20200324_EPI_ISL_433308	B.2
HCOV-19_SCOTLAND_20200325_EPI_ISL_425792	B.16
HCOV-19_SCOTLAND_20200325_EPI_ISL_425793	A.3
HCOV-19_SCOTLAND_20200325_EPI_ISL_425794	B.1
HCOV-19_SCOTLAND_20200325_EPI_ISL_425933	B.1
HCOV-19_SCOTLAND_20200325_EPI_ISL_425939	B.1
HCOV-19_SCOTLAND_20200325_EPI_ISL_433316	B.16
HCOV-19_SCOTLAND_20200325_EPI_ISL_433327	B.1
HCOV-19_SCOTLAND_20200325_EPI_ISL_433350	B.1
HCOV-19_SCOTLAND_20200326_EPI_ISL_425943	B.1
HCOV-19_SCOTLAND_20200326_EPI_ISL_425949	B.2
HCOV-19_SCOTLAND_20200326_EPI_ISL_425950	B.2
HCOV-19_SCOTLAND_20200326_EPI_ISL_425953	B.1
HCOV-19_SCOTLAND_20200326_EPI_ISL_425961	B.1
HCOV-19_SCOTLAND_20200326_EPI_ISL_433353	B.1
HCOV-19_SCOTLAND_20200327_EPI_ISL_425954	B.1
HCOV-19_SCOTLAND_20200327_EPI_ISL_425958	B.1
HCOV-19_SCOTLAND_20200327_EPI_ISL_425964	B.1
HCOV-19_SCOTLAND_20200327_EPI_ISL_433338	B.16
HCOV-19_SCOTLAND_20200327_EPI_ISL_433346	B.16
HCOV-19_SCOTLAND_20200327_EPI_ISL_433348	B.2
HCOV-19_SCOTLAND_20200327_EPI_ISL_433356	B.26
HCOV-19_SCOTLAND_20200327_EPI_ISL_433357	B.16
HCOV-19_SCOTLAND_20200327_EPI_ISL_433358	B.16
HCOV-19_SCOTLAND_20200327_EPI_ISL_433359	B.16
HCOV-19_SCOTLAND_20200328_EPI_ISL_425969	B.1
HCOV-19_SCOTLAND_20200328_EPI_ISL_425972	A.5
HCOV-19_SCOTLAND_20200328_EPI_ISL_433360	B.16
HCOV-19_SCOTLAND_20200328_EPI_ISL_433501	B.16
HCOV-19_SCOTLAND_20200329_EPI_ISL_425967	B.1
HCOV-19_SCOTLAND_20200329_EPI_ISL_425979	B.26
HCOV-19_SCOTLAND_20200329_EPI_ISL_425982	B.1
HCOV-19_SCOTLAND_20200329_EPI_ISL_433364	B.1
HCOV-19_SCOTLAND_20200329_EPI_ISL_433507	B.1
HCOV-19_SCOTLAND_20200329_EPI_ISL_433510	B.1
HCOV-19_SCOTLAND_20200330_EPI_ISL_425976	B.1
HCOV-19_SCOTLAND_20200330_EPI_ISL_425978	B.26
HCOV-19_SCOTLAND_20200330_EPI_ISL_425985	B.1
HCOV-19_SCOTLAND_20200330_EPI_ISL_425986	B.1
HCOV-19_SCOTLAND_20200330_EPI_ISL_425987	B.1
HCOV-19_SCOTLAND_20200330_EPI_ISL_425988	B.1
HCOV-19_SCOTLAND_20200330_EPI_ISL_425990	B.1
HCOV-19_SCOTLAND_20200330_EPI_ISL_425991	B.3
HCOV-19_SCOTLAND_20200330_EPI_ISL_425992	B.1
HCOV-19_SCOTLAND_20200330_EPI_ISL_425994	B.1
HCOV-19_SCOTLAND_20200330_EPI_ISL_425995	B.1
HCOV-19_SCOTLAND_20200330_EPI_ISL_425996	B.1
HCOV-19_SCOTLAND_20200330_EPI_ISL_425997	B.1
HCOV-19_SCOTLAND_20200330_EPI_ISL_426001	B.2
HCOV-19_SCOTLAND_20200330_EPI_ISL_433522	B.16
HCOV-19_SCOTLAND_20200330_EPI_ISL_433538	B.1
HCOV-19_SCOTLAND_20200331_EPI_ISL_426009	B.1
HCOV-19_SCOTLAND_20200331_EPI_ISL_426011	B.1
HCOV-19_SCOTLAND_20200331_EPI_ISL_426015	A.5
HCOV-19_SCOTLAND_20200331_EPI_ISL_426023	B.1
HCOV-19_SCOTLAND_20200331_EPI_ISL_426024	B.2
HCOV-19_SCOTLAND_20200331_EPI_ISL_433217	B.1
HCOV-19_SCOTLAND_20200331_EPI_ISL_433527	B.1
HCOV-19_SCOTLAND_20200331_EPI_ISL_433551	B.16
HCOV-19_SCOTLAND_20200331_EPI_ISL_433552	B.16
HCOV-19_SCOTLAND_20200401_EPI_ISL_426013	B.2
HCOV-19_SCOTLAND_20200401_EPI_ISL_426014	B.2
HCOV-19_SCOTLAND_20200401_EPI_ISL_426020	B.1
HCOV-19_SCOTLAND_20200401_EPI_ISL_426021	B.1
HCOV-19_SCOTLAND_20200401_EPI_ISL_433207	A.5
HCOV-19_SCOTLAND_20200401_EPI_ISL_433211	B.1
HCOV-19_SCOTLAND_20200401_EPI_ISL_433214	B.24
HCOV-19_SCOTLAND_20200401_EPI_ISL_433218	B.1
HCOV-19_SCOTLAND_20200401_EPI_ISL_433225	B.1
HCOV-19_SCOTLAND_20200401_EPI_ISL_433226	B.1
HCOV-19_SCOTLAND_20200401_EPI_ISL_433561	B.2
HCOV-19_SCOTLAND_20200401_EPI_ISL_433563	B.16
HCOV-19_SCOTLAND_20200401_EPI_ISL_433567	B.16
HCOV-19_SCOTLAND_20200401_EPI_ISL_433568	A.5
HCOV-19_SCOTLAND_20200401_EPI_ISL_433588	B.1
HCOV-19_SCOTLAND_20200401_EPI_ISL_433589	B.16
HCOV-19_SCOTLAND_20200402_EPI_ISL_433206	B.1
HCOV-19_SCOTLAND_20200402_EPI_ISL_433215	B.1
HCOV-19_SCOTLAND_20200402_EPI_ISL_433228	B.2
HCOV-19_SCOTLAND_20200402_EPI_ISL_433229	B.1
HCOV-19_SCOTLAND_20200402_EPI_ISL_433233	B.1
HCOV-19_SCOTLAND_20200402_EPI_ISL_433234	B.2
HCOV-19_SCOTLAND_20200402_EPI_ISL_433237	B.1
HCOV-19_SCOTLAND_20200402_EPI_ISL_433581	B.16
HCOV-19_SCOTLAND_20200402_EPI_ISL_433587	B.1
HCOV-19_SCOTLAND_20200403_EPI_ISL_433222	B.16
HCOV-19_SCOTLAND_20200403_EPI_ISL_433240	B.2
HCOV-19_SCOTLAND_20200403_EPI_ISL_433241	B.1
HCOV-19_SCOTLAND_20200403_EPI_ISL_433243	B.1
HCOV-19_SCOTLAND_20200403_EPI_ISL_433603	B.1
HCOV-19_SCOTLAND_20200403_EPI_ISL_433607	B.1
HCOV-19_SCOTLAND_20200403_EPI_ISL_433608	A.2
HCOV-19_SCOTLAND_20200403_EPI_ISL_433614	B.1
HCOV-19_SCOTLAND_20200403_EPI_ISL_433615	B.1
HCOV-19_SCOTLAND_20200404_EPI_ISL_432880	B.1
HCOV-19_SCOTLAND_20200404_EPI_ISL_432885	B.1
HCOV-19_SCOTLAND_20200404_EPI_ISL_433247	B.1
HCOV-19_SCOTLAND_20200404_EPI_ISL_433250	B.2
HCOV-19_SCOTLAND_20200404_EPI_ISL_433256	B.1
HCOV-19_SCOTLAND_20200404_EPI_ISL_433260	B.1
HCOV-19_SCOTLAND_20200404_EPI_ISL_433266	B.1
HCOV-19_SCOTLAND_20200404_EPI_ISL_433621	B.1
HCOV-19_SCOTLAND_20200405_EPI_ISL_432869	B.26
HCOV-19_SCOTLAND_20200405_EPI_ISL_432870	B.2
HCOV-19_SCOTLAND_20200405_EPI_ISL_432871	B.1
HCOV-19_SCOTLAND_20200405_EPI_ISL_432872	B.1
HCOV-19_SCOTLAND_20200405_EPI_ISL_432874	B.1
HCOV-19_SCOTLAND_20200405_EPI_ISL_432883	B.1
HCOV-19_SCOTLAND_20200405_EPI_ISL_432886	B.1
HCOV-19_SCOTLAND_20200405_EPI_ISL_432890	B.1
HCOV-19_SCOTLAND_20200405_EPI_ISL_432893	B.1
HCOV-19_SCOTLAND_20200405_EPI_ISL_432894	B.1
HCOV-19_SCOTLAND_20200405_EPI_ISL_433649	B.1
HCOV-19_SCOTLAND_20200405_EPI_ISL_433651	B.1
HCOV-19_SCOTLAND_20200405_EPI_ISL_433656	B.1
HCOV-19_SCOTLAND_20200405_EPI_ISL_433657	B.11
HCOV-19_SCOTLAND_20200406_EPI_ISL_432875	B.1
HCOV-19_SCOTLAND_20200406_EPI_ISL_432891	B.1
HCOV-19_SCOTLAND_20200406_EPI_ISL_432892	B.1
HCOV-19_SCOTLAND_20200406_EPI_ISL_432895	B.1
HCOV-19_SCOTLAND_20200406_EPI_ISL_432899	B.1
HCOV-19_SCOTLAND_20200406_EPI_ISL_433375	B.11
HCOV-19_SCOTLAND_20200406_EPI_ISL_433377	B.1
HCOV-19_SCOTLAND_20200406_EPI_ISL_433378	B.1
HCOV-19_SCOTLAND_20200406_EPI_ISL_433381	B.1
HCOV-19_SCOTLAND_20200406_EPI_ISL_433382	B.1
HCOV-19_SCOTLAND_20200406_EPI_ISL_433400	B.1
HCOV-19_SCOTLAND_20200406_EPI_ISL_433405	B.1
HCOV-19_SCOTLAND_20200406_EPI_ISL_433643	B.1
HCOV-19_SCOTLAND_20200406_EPI_ISL_433648	B.1
HCOV-19_SCOTLAND_20200407_EPI_ISL_433270	B.1
HCOV-19_SCOTLAND_20200407_EPI_ISL_433384	B.1
HCOV-19_SCOTLAND_20200407_EPI_ISL_433386	B.1
HCOV-19_SCOTLAND_20200407_EPI_ISL_433387	B.26
HCOV-19_SCOTLAND_20200407_EPI_ISL_433388	B.1
HCOV-19_SCOTLAND_20200407_EPI_ISL_433389	B.1
HCOV-19_SCOTLAND_20200407_EPI_ISL_433391	B.1
HCOV-19_SCOTLAND_20200407_EPI_ISL_433408	B.1
HCOV-19_SCOTLAND_20200407_EPI_ISL_433410	B.1
HCOV-19_SCOTLAND_20200407_EPI_ISL_433411	B.1
HCOV-19_SCOTLAND_20200407_EPI_ISL_433421	B.2
HCOV-19_SCOTLAND_20200408_EPI_ISL_433395	B.1
HCOV-19_SCOTLAND_20200408_EPI_ISL_433413	B.1
HCOV-19_SCOTLAND_20200408_EPI_ISL_433417	B.1
HCOV-19_SCOTLAND_20200408_EPI_ISL_433418	B.1
HCOV-19_SCOTLAND_20200408_EPI_ISL_433419	B.1
HCOV-19_SCOTLAND_20200408_EPI_ISL_433423	B.11
HCOV-19_SCOTLAND_20200408_EPI_ISL_433426	B.1
HCOV-19_SCOTLAND_20200408_EPI_ISL_433660	A.3
HCOV-19_SCOTLAND_20200408_EPI_ISL_433663	B.1
HCOV-19_SCOTLAND_20200409_EPI_ISL_433434	B.11
HCOV-19_SCOTLAND_20200410_EPI_ISL_433435	B.1
HCOV-19_SCOTLAND_20200411_EPI_ISL_433456	A.5
HCOV-19_SCOTLAND_20200412_EPI_ISL_433068	B.1
HCOV-19_SCOTLAND_20200412_EPI_ISL_433075	B.1
HCOV-19_SCOTLAND_20200412_EPI_ISL_433077	B.1
HCOV-19_SCOTLAND_20200412_EPI_ISL_433079	B.1
HCOV-19_SCOTLAND_20200412_EPI_ISL_433442	B.2
HCOV-19_SCOTLAND_20200412_EPI_ISL_433447	B.1
HCOV-19_SCOTLAND_20200412_EPI_ISL_433448	B.1
HCOV-19_SCOTLAND_20200412_EPI_ISL_433451	B.1
HCOV-19_SCOTLAND_20200413_EPI_ISL_433069	B.1
HCOV-19_SCOTLAND_20200413_EPI_ISL_433073	B.1
HCOV-19_SCOTLAND_20200413_EPI_ISL_433083	B.1
HCOV-19_SCOTLAND_20200413_EPI_ISL_433087	B.1
